qe_ingaas_m25,qe_ingaas_m25_wl,qe_ingaas_m90,qe_ingaas_m90_wl,qe_ingaas_p25,qe_ingaas_p25_wl
0.81463385,1178.0283,0.75487787,1178.0283,0.85487771,1184.7889
0.81463385,1179.7185,0.75365835,1179.7185,0.85487771,1186.4791
,1181.4087,0.75121933,1181.4087,0.85487771,1188.1692
,1183.0988,0.75121933,1183.0988,0.85487771,1189.8594
,1184.7889,0.75121933,1184.7889,0.85487771,1191.5496
,1186.4791,0.7524389,1186.4791,0.85487771,1193.2397
0.80853629,1188.1692,0.7524389,1188.1692,0.85487771,1194.9298
0.80975586,1189.8594,0.75365835,1189.8594,0.85487771,1196.62
0.80731684,1191.5496,0.75365835,1191.5496,0.85487771,1198.3102
0.80731684,1193.2397,0.75365835,1193.2397,0.85487771,1200.0001
0.80731684,1194.9298,0.75365835,1194.9298,0.85487771,1201.6903
0.80731684,1196.62,,1196.62,0.85487771,1203.3805
0.80731684,1198.3102,,1198.3102,0.85487771,1205.0706
0.80731684,1200.0001,0.7585364,1200.0001,0.85487771,1206.7607
0.80731684,1201.6903,0.75853646,1201.6903,0.85487771,1208.4509
0.80731684,1203.3805,0.75975591,1203.3805,0.85487771,1210.1411
,1205.0706,0.75975591,1205.0706,0.85487771,1211.8312
,1206.7607,0.76097542,1206.7607,0.85487771,1213.5214
0.81219482,1208.4509,0.76097542,1208.4509,0.85487771,1215.2115
0.81219482,1210.1411,,1210.1411,0.85487771,1216.9016
0.81219482,1211.8312,,1211.8312,0.85487771,1218.5918
0.81463385,1213.5214,0.76097542,1213.5214,0.85487771,1220.282
0.81463385,1215.2115,0.76097542,1215.2115,0.85487771,1221.972
0.81341439,1216.9016,0.76097542,1216.9016,0.85487771,1223.6621
0.81341439,1218.5918,0.76097542,1218.5918,0.8536582,1225.3523
0.81219482,1220.282,0.76097542,1220.282,0.85243869,1227.0425
0.81097531,1221.972,0.76097542,1221.972,0.85121918,1228.7325
0.81097531,1223.6621,,1223.6621,0.84999967,1230.4227
0.80853629,1225.3523,,1225.3523,0.84878016,1232.1129
0.80975586,1227.0425,,1227.0425,0.84878016,1233.803
0.80853629,1228.7325,,1228.7325,0.84999967,1235.4932
0.80731684,1230.4227,,1230.4227,0.85121918,1237.1833
0.80487776,1232.1129,,1232.1129,0.85121918,1238.8735
0.80731684,1233.803,0.76097542,1233.803,0.85243869,1240.5636
0.80487776,1235.4932,0.76097542,1235.4932,0.8536582,1242.2537
0.80487776,1237.1833,0.76097542,1237.1833,0.8536582,1243.9438
0.80609733,1238.8735,0.76097542,1238.8735,0.85487771,1245.6339
0.80975586,1240.5636,0.76097542,1240.5636,0.85487771,1247.3241
0.81097531,1242.2537,,1242.2537,0.85487771,1249.0143
,1243.9438,,1243.9438,0.85487771,1250.7045
,1245.6339,,1245.6339,0.85487771,1252.3945
,1247.3241,0.76097542,1247.3241,0.85487771,1254.0847
,1249.0143,0.76097542,1249.0143,0.85487771,1255.7749
0.81585336,1250.7045,0.76097542,1250.7045,0.85487771,1257.465
0.81463385,1252.3945,0.76097542,1252.3945,0.8536582,1259.1552
0.81463385,1254.0847,0.76097542,1254.0847,0.85243869,1260.8453
0.81463385,1255.7749,,1255.7749,0.85121918,1262.5354
0.81463385,1257.465,,1257.465,0.85121918,1264.2255
0.81463385,1259.1552,0.76097542,1259.1552,0.84999967,1265.9156
0.81463385,1260.8453,0.76097542,1260.8453,0.84878016,1267.6058
0.81463385,1262.5354,0.76097542,1262.5354,0.84878016,1269.2959
0.81463385,1264.2255,0.76097542,1264.2255,0.84878016,1270.9861
0.81463385,1265.9156,0.76097542,1265.9156,0.84878016,1272.6763
0.81463385,1267.6058,0.76097542,1267.6058,0.84999967,1274.3663
0.81463385,1269.2959,0.76097542,1269.2959,0.84999967,1276.0565
,1270.9861,0.76097542,1270.9861,0.85121918,1277.7467
,1272.6763,,1272.6763,0.85243869,1279.4368
,1274.3663,,1274.3663,0.85243869,1281.127
,1276.0565,,1276.0565,0.8536582,1282.8171
,1277.7467,,1277.7467,0.8536582,1284.5073
,1279.4368,0.76097542,1279.4368,0.85487771,1286.1973
0.81463385,1281.127,0.76097542,1281.127,0.85609716,1287.8875
0.81463385,1282.8171,0.76097542,1282.8171,0.85609716,1289.5776
0.81463385,1284.5073,0.76097542,1284.5073,0.85731673,1291.2677
0.81463385,1286.1973,0.76097542,1286.1973,0.85731673,1292.9579
0.81463385,1287.8875,0.76097542,1287.8875,0.85731673,1294.6481
0.81463385,1289.5776,,1289.5776,0.85731673,1296.3383
,1291.2677,,1291.2677,0.85853624,1298.0283
,1292.9579,,1292.9579,0.85731673,1299.7185
,1294.6481,0.76097542,1294.6481,0.85731673,1301.4087
0.81463385,1296.3383,0.76097542,1296.3383,0.85731673,1303.0988
0.81463385,1298.0283,0.76097542,1298.0283,0.85731673,1304.7889
0.81707293,1299.7185,0.76097542,1299.7185,0.85731673,1306.4791
0.81585342,1301.4087,0.76097542,1301.4087,0.85731673,1308.1691
0.81707293,1303.0988,0.76097542,1303.0988,0.85731673,1309.8593
0.81707293,1304.7889,,1304.7889,0.85731673,1311.5494
0.81707293,1306.4791,0.76097542,1306.4791,0.85731673,1313.2396
0.81707293,1308.1691,0.76097542,1308.1691,0.85731673,1314.9297
0.81463385,1309.8593,0.76097542,1309.8593,0.85731673,1316.6199
0.81585342,1311.5494,0.76097542,1311.5494,0.85853624,1318.3101
0.81463385,1313.2396,0.76097542,1313.2396,0.85731673,1320.0001
0.81463385,1314.9297,0.76097542,1314.9297,0.85731673,1321.6903
0.81463385,1316.6199,,1316.6199,0.85731673,1323.3805
0.81463385,1318.3101,,1318.3101,0.85731673,1325.0707
0.81463385,1320.0001,,1320.0001,0.85731673,1326.7607
0.81463385,1321.6903,0.76097542,1321.6903,0.85731673,1328.4509
,1323.3805,0.76097542,1323.3805,0.85731673,1330.141
,1325.0707,,1325.0707,0.85731673,1331.8311
0.81463385,1326.7607,0.75975591,1326.7607,0.85853624,1333.5212
0.81463385,1328.4509,0.75853646,1328.4509,0.85853624,1335.2114
0.81463385,1330.141,0.75853646,1330.141,0.85975575,1336.9015
0.81463385,1331.8311,0.75853646,1331.8311,0.86097527,1338.5917
0.81463385,1333.5212,0.75853646,1333.5212,0.86097527,1340.2819
0.81463385,1335.2114,0.75853646,1335.2114,0.86097527,1341.972
,1336.9015,0.75853646,1336.9015,0.86097527,1343.6621
,1338.5917,,1338.5917,0.86097527,1345.3523
,1340.2819,,1340.2819,0.86097527,1347.0425
0.81463385,1341.972,,1341.972,0.86097527,1348.7325
0.81463385,1343.6621,,1343.6621,0.85853624,1350.4226
0.81463385,1345.3523,0.75731695,1345.3523,0.85853624,1352.1128
0.81463385,1347.0425,0.75853646,1347.0425,0.85731673,1353.803
0.81463385,1348.7325,0.75975591,1348.7325,0.85731673,1355.493
0.81463385,1350.4226,0.75975591,1350.4226,0.85731673,1357.1832
,1352.1128,0.75975591,1352.1128,0.85731673,1358.8734
,1353.803,,1353.803,0.85731673,1360.5635
,1355.493,,1355.493,0.85731673,1362.2537
0.81463385,1357.1832,,1357.1832,0.85853624,1363.9438
0.81463385,1358.8734,,1358.8734,0.85731673,1365.6339
0.81463385,1360.5635,0.75975591,1360.5635,0.85731673,1367.3241
0.81463385,1362.2537,0.76097542,1362.2537,0.85731673,1369.0143
0.81463385,1363.9438,0.76097542,1363.9438,0.85731673,1370.7045
0.81463385,1365.6339,0.76097542,1365.6339,0.85731673,1372.3944
,1367.3241,0.76097542,1367.3241,0.85731673,1374.0846
,1369.0143,0.75975591,1369.0143,0.85731673,1375.7748
,1370.7045,0.75975591,1370.7045,0.85731673,1377.4648
0.81219482,1372.3944,0.75975591,1372.3944,0.85853624,1379.155
0.81219482,1374.0846,0.75853646,1374.0846,0.85731673,1380.8452
0.81219482,1375.7748,0.75731689,1375.7748,0.85731673,1382.5353
0.81219482,1377.4648,,1377.4648,0.85731673,1384.2255
0.81219482,1379.155,,1379.155,0.85731673,1385.9156
0.81219482,1380.8452,0.75731689,1380.8452,0.85731673,1387.6058
0.81219482,1382.5353,0.75609744,1382.5353,0.85731673,1389.2959
0.81219482,1384.2255,0.75365835,1384.2255,0.85731673,1390.9861
0.81219482,1385.9156,0.7524389,1385.9156,0.85731673,1392.6763
0.81219482,1387.6058,0.75121933,1387.6058,0.85853624,1394.3662
,1389.2959,,1389.2959,0.85731673,1396.0564
,1390.9861,,1390.9861,0.85731673,1397.7466
0.81463385,1392.6763,0.74878031,1392.6763,0.85731673,1399.4368
0.81463385,1394.3662,0.74878037,1394.3662,0.85853624,1401.1268
0.81463385,1396.0564,0.74878037,1396.0564,0.85731673,1402.817
0.81463385,1397.7466,0.74878037,1397.7466,0.85731673,1404.5072
0.81463385,1399.4368,0.74878037,1399.4368,0.85731673,1406.1973
0.81463385,1401.1268,0.74878037,1401.1268,0.85731673,1407.8875
,1402.817,,1402.817,0.85853624,1409.5776
,1404.5072,,1404.5072,0.85731673,1411.2677
,1406.1973,,1406.1973,0.85731673,1412.9579
0.81463385,1407.8875,,1407.8875,0.85609716,1414.6481
0.81463385,1409.5776,0.74878037,1409.5776,0.85487771,1416.3381
0.81463385,1411.2677,0.74878037,1411.2677,0.85487771,1418.0282
0.81463385,1412.9579,0.74878037,1412.9579,0.85487771,1419.7184
0.81463385,1414.6481,0.74878037,1414.6481,0.85487771,1421.4086
0.81463385,1416.3381,0.74878037,1416.3381,0.85487771,1423.0986
0.81463385,1418.0282,0.74878037,1418.0282,0.85487771,1424.7888
0.81463385,1419.7184,,1419.7184,0.85487771,1426.479
0.81463385,1421.4086,,1421.4086,0.85487771,1428.1692
,1423.0986,,1423.0986,0.85487771,1429.8593
0.81219482,1424.7888,,1424.7888,0.85487771,1431.5494
0.81219482,1426.479,0.74634135,1426.479,0.85609716,1433.2396
0.81219482,1428.1692,0.74634135,1428.1692,0.85609716,1434.9297
0.80975586,1429.8593,0.74634135,1429.8593,0.85731673,1436.6199
0.80975586,1431.5494,0.74634135,1431.5494,0.85731673,1438.3099
0.80731684,1433.2396,0.74634135,1433.2396,0.85731673,1440
0.80731684,1434.9297,,1434.9297,0.85731673,1441.6902
,1436.6199,,1436.6199,0.85853624,1443.3804
,1438.3099,0.7414633,1438.3099,0.85853624,1445.0706
,1440,0.7414633,1440,0.85731673,1446.7606
,1441.6902,0.74024373,1441.6902,0.85731673,1448.4508
0.80487776,1443.3804,0.74024373,1443.3804,0.85731673,1450.141
0.80487776,1445.0706,0.73902428,1445.0706,0.85731673,1451.8311
0.80487776,1446.7606,,1446.7606,0.85731673,1453.5212
0.80487776,1448.4508,,1448.4508,0.85853624,1455.2114
0.80487776,1450.141,0.73780477,1450.141,0.85731673,1456.9016
,1451.8311,0.73780471,1451.8311,0.85731673,1458.5917
,1453.5212,0.73780471,1453.5212,0.85731673,1460.2817
,1455.2114,0.73658526,1455.2114,0.85609716,1461.9719
,1456.9016,0.73536575,1456.9016,0.85609716,1463.662
0.80365831,1458.5917,0.73658526,1458.5917,0.8536582,1465.3522
0.80365831,1460.2817,0.73658526,1460.2817,0.85121918,1467.0424
0.80365831,1461.9719,0.73658526,1461.9719,0.85121918,1468.7324
0.8024388,1463.662,0.73658526,1463.662,0.84878016,1470.4226
0.80121922,1465.3522,0.73658526,1465.3522,0.84756064,1472.1128
,1467.0424,,1467.0424,0.84756064,1473.803
,1468.7324,,1468.7324,0.84756064,1475.493
,1470.4226,0.73536575,1470.4226,0.84634119,1477.1832
,1472.1128,0.73048764,1472.1128,0.84634119,1478.8734
0.80365831,1473.803,0.73170722,1473.803,0.84634119,1480.5634
0.8024388,1475.493,0.72926819,1475.493,0.84512162,1482.2535
0.8024388,1477.1832,0.72926819,1477.1832,0.84512162,1483.9437
0.8024388,1478.8734,0.72682917,1478.8734,0.84512162,1485.6338
0.8024388,1480.5634,0.72682917,1480.5634,0.84512162,1487.324
0.8024388,1482.2535,0.72439009,1482.2535,0.84512162,1489.0142
,1483.9437,0.72439009,1483.9437,0.84512162,1490.7043
,1485.6338,,1485.6338,0.84512162,1492.3944
,1487.324,0.72317064,1487.324,0.84512162,1494.0846
,1489.0142,0.72317064,1489.0142,0.84512162,1495.7748
0.79756081,1490.7043,0.7195121,1490.7043,0.84512162,1497.4648
0.79634124,1492.3944,0.71707308,1492.3944,0.84512162,1499.155
0.79512167,1494.0846,0.71707308,1494.0846,0.84390211,1500.8452
0.79390222,1495.7748,0.71707308,1495.7748,0.84390211,1502.5353
0.79268271,1497.4648,,1497.4648,0.84390211,1504.2253
0.79146314,1499.155,0.71585357,1499.155,0.84268266,1505.9155
0.79146314,1500.8452,0.71463412,1500.8452,0.84268266,1507.6057
0.79024369,1502.5353,0.71585357,1502.5353,0.84268266,1509.2958
0.78902417,1504.2253,,1504.2253,0.84146309,1510.986
,1505.9155,0.71097559,1505.9155,0.84268266,1512.6761
0.78902417,1507.6057,0.71219504,1507.6057,0.84268266,1514.3662
0.79024369,1509.2958,0.71219504,1509.2958,0.84268266,1516.0564
0.79024369,1510.986,0.71097547,1510.986,0.84268266,1517.7466
0.79024369,1512.6761,0.71097547,1512.6761,0.84146309,1519.4368
0.79024369,1514.3662,,1514.3662,0.84146309,1521.1268
0.79024369,1516.0564,,1516.0564,0.84024358,1522.817
0.78780466,1517.7466,0.70365846,1517.7466,0.83902407,1524.5071
0.78902417,1519.4368,0.70243895,1519.4368,0.83902407,1526.1971
0.7853657,1521.1268,0.7012195,1521.1268,0.83780456,1527.8873
0.78292662,1522.817,0.69999993,1522.817,0.8365851,1529.5775
0.78292662,1524.5071,0.69756091,1524.5071,0.83536553,1531.2677
0.7804876,1526.1971,0.69390237,1526.1971,0.83414602,1532.9578
0.7804876,1527.8873,0.69146341,1527.8873,0.83292657,1534.6479
0.77804857,1529.5775,0.68780488,1529.5775,0.83292657,1536.3381
0.77804857,1531.2677,0.68780488,1531.2677,0.83292657,1538.0282
0.77804857,1532.9578,0.68658531,1532.9578,0.83292657,1539.7184
,1534.6479,0.68048775,1534.6479,0.83292657,1541.4086
0.77682906,1536.3381,0.68048775,1536.3381,0.83292657,1543.0986
0.77317053,1538.0282,0.67682922,1538.0282,0.83292657,1544.7888
0.77073151,1539.7184,0.67439026,1539.7184,0.83292657,1546.4789
0.77073151,1541.4086,0.67195123,1541.4086,0.831707,1548.1691
0.769512,1543.0986,0.6682927,1543.0986,0.831707,1549.8591
0.76829249,1544.7888,0.6682927,1544.7888,0.83048749,1551.5493
0.76829249,1546.4789,0.6682927,1546.4789,0.82926804,1553.2395
0.76829249,1548.1691,0.66707313,1548.1691,0.82926804,1554.9296
0.76829249,1549.8591,0.66707313,1549.8591,0.82804847,1556.6198
,1551.5493,0.65243906,1551.5493,0.82682902,1558.3099
,1553.2395,0.65243906,1553.2395,0.82560945,1560.0001
0.76097542,1554.9296,0.64390254,1554.9296,0.82438993,1561.6902
0.76341444,1556.6198,0.64024401,1556.6198,0.82317048,1563.3804
0.76219499,1558.3099,0.63780493,1558.3099,0.82195091,1565.0706
0.76097542,1560.0001,0.63414639,1560.0001,0.8207314,1566.7606
0.76219499,1561.6902,0.63414639,1561.6902,0.81951195,1568.4507
0.76097542,1563.3804,0.63048786,1563.3804,0.81707293,1570.1409
,1565.0706,0.62560982,1565.0706,0.81707293,1571.8309
0.75731689,1566.7606,0.62317079,1566.7606,0.81463385,1573.5211
0.75487787,1568.4507,0.61829275,1568.4507,0.81219482,1575.2113
0.7524389,1570.1409,0.59024405,1570.1409,0.81219482,1576.9015
0.74999982,1571.8309,0.57560992,1571.8309,0.80975586,1578.5916
0.7475608,1573.5211,0.56951237,1573.5211,0.80975586,1580.2817
0.74512184,1575.2113,0.5512197,1575.2113,0.80853629,1581.9719
0.74268281,1576.9015,0.54756117,1576.9015,0.80853629,1583.662
0.74024373,1578.5916,0.5000003,1578.5916,0.80731684,1585.3522
0.73780471,1580.2817,0.49756128,1580.2817,0.80609733,1587.0424
0.72926819,1581.9719,0.49390274,1581.9719,0.80609733,1588.7324
0.72926819,1583.662,0.47073209,1583.662,0.80487776,1590.4225
0.72804868,1585.3522,0.45365891,1585.3522,0.80487776,1592.1127
0.72317064,1587.0424,0.36829323,1587.0424,0.80365831,1593.8029
,1588.7324,0.36829323,1588.7324,0.8024388,1595.4929
0.71707308,1590.4225,0.31951281,1590.4225,0.80121922,1597.1831
0.71463412,1592.1127,0.29634213,1592.1127,0.79999977,1598.8733
0.71219504,1593.8029,0.29024458,1593.8029,0.79999977,1600.5634
0.71097547,1595.4929,0.29024458,1595.4929,0.79999977,1602.2535
0.70365846,1597.1831,0.25243977,1597.1831,0.79756075,1603.9437
0.69999993,1598.8733,0.21585447,1598.8733,0.79634124,1605.6339
0.69878042,1600.5634,0.1939033,1600.5634,0.79390222,1607.324
0.69268286,1602.2535,0.18902525,1602.2535,0.79024369,1609.0142
0.68902433,1603.9437,0.17683016,1603.9437,0.78658515,1610.7042
0.68658531,1605.6339,0.13780583,1605.6339,0.78414613,1612.3943
0.68536586,1607.324,0.11707415,1607.324,0.7804876,1614.0845
0.68048775,1609.0142,0.11341563,1609.0142,0.77804857,1615.7747
0.68048775,1610.7042,0.10365956,1610.7042,0.77560961,1617.4647
0.67926824,1612.3943,0.10000102,1612.3943,0.77317053,1619.1549
0.67439026,1614.0845,0.093903467,1614.0845,0.77073151,1620.8451
0.6682927,1615.7747,0.087805919,1615.7747,0.76707298,1622.5353
0.66707313,1617.4647,0.086586408,1617.4647,0.76219499,1624.2253
0.66219515,1619.1549,0.075610816,1619.1549,0.75853646,1625.9155
0.64756101,1620.8451,0.065854743,1620.8451,0.75487787,1627.6057
0.60365862,1622.5353,0.060976699,1622.5353,0.7524389,1629.2958
0.59878057,1624.2253,0.057318166,1624.2253,0.74999982,1630.986
0.58536601,1625.9155,0.051220622,1625.9155,0.74878037,1632.676
0.54390264,1627.6057,0.047562089,1627.6057,0.74634135,1634.3662
0.54146361,1629.2958,0.042684048,1629.2958,0.73780471,1636.0563
0.49024421,1630.986,0.039025519,1630.986,0.73414618,1637.7465
0.49146375,1632.676,0.037806012,1632.676,0.72439009,1639.4366
0.48414665,1634.3662,0.030488949,1634.3662,0.7195121,1641.1267
0.48536617,1636.0563,0.03170846,1636.0563,0.71707308,1642.8169
0.39634192,1637.7465,0.02926944,1637.7465,0.71707308,1644.5071
0.35975665,1639.4366,0.02926944,1639.4366,0.71463412,1646.1971
0.35975665,1641.1267,0.02926944,1641.1267,0.71219504,1647.8873
0.32195184,1642.8169,0.02683042,1642.8169,0.71097547,1649.5775
0.28780556,1644.5071,0.025610909,1644.5071,0.70731699,1651.2677
0.23292761,1646.1971,0.025610909,1646.1971,0.70243895,1652.9578
0.23292761,1647.8873,0.019513361,1647.8873,0.67926824,1654.6478
0.20609838,1649.5775,0.017074341,1649.5775,0.6682927,1656.338
0.20487888,1651.2677,0.017074341,1651.2677,0.65975606,1658.0281
0.14024484,1652.9578,0.017074341,1652.9578,0.60975623,1659.7183
0.13780583,1654.6478,0.0048792399,1654.6478,0.60121965,1661.4084
0.12804975,1656.338,0.0048792399,1656.338,0.59878057,1663.0986
0.12439122,1658.0281,0.0048792399,1658.0281,0.55609775,1664.7887
0.12073269,1659.7183,0.0048792399,1659.7183,0.54756117,1666.4789
0.10853758,1661.4084,0.0048792399,1661.4084,0.5292685,1668.1691
0.10731807,1663.0986,0.0048792399,1663.0986,0.48536617,1669.8591
0.092683963,1664.7887,0.0048792399,1664.7887,0.47561008,1671.5493
0.08902543,1666.4789,0.0085377702,1666.4789,0.44878089,1673.2395
0.073171802,1668.1691,0.0085377702,1668.1691,0.38658589,1674.9296
0.068293765,1669.8591,0.0073182601,1669.8591,0.34512252,1676.6196
0.065854743,1671.5493,0.0073182601,1671.5493,0.31707379,1678.3098
0.058537677,1673.2395,0.0073182601,1673.2395,0.29512262,1680
0.056098662,1674.9296,0.0048792399,1674.9296,0.25975683,1681.6901
0.05365964,1676.6196,0.0048792399,1676.6196,0.23780565,1683.3802
0.0487816,1678.3098,0.0085377702,1678.3098,0.219513,1685.0704
0.04512307,1680,,1680,0.21341544,1686.7605
0.041464537,1681.6901,0.0085377702,1681.6901,0.18780574,1688.4507
0.040245034,1683.3802,0.0073182601,1683.3802,0.17926916,1690.1409
0.03536699,1685.0704,0.0073182601,1685.0704,0.14878142,1691.8309
0.03170846,1686.7605,0.0073182601,1686.7605,0.13658632,1693.5211
0.03170846,1688.4507,0.0073182601,1688.4507,0.12804975,1695.2113
0.030488949,1690.1409,0.0048792399,1690.1409,0.11829367,1696.9014
0.028049929,1691.8309,0.00609875,1691.8309,0.10609856,1698.5914
0.025610909,1693.5211,0.0048792399,1693.5211,0.098781511,1700.2816
0.02073287,1695.2113,0.0048792399,1695.2113,0.093903467,1701.9718
0.021952381,1696.9014,0.0048792399,1696.9014,0.082927875,1703.6619
0.019513361,1698.5914,0.0048792399,1698.5914,0.076830328,1705.3521
0.019513361,1700.2816,0.0048792399,1700.2816,0.073171802,1707.0422
0.017074341,1701.9718,,,0.067074254,1708.7324
0.019513361,1703.6619,,,0.063415721,1710.4225
0.01463532,1705.3521,,,0.058537677,1712.1127
0.01463532,1707.0422,,,0.054879151,1713.8029
0.01463532,1708.7324,,,0.051220622,1715.4929
0.01463532,1710.4225,,,0.046342578,1717.1831
0.01463532,1712.1127,,,0.041464537,1718.8732
0.01463532,1713.8029,,,0.037806012,1720.5632
0.01463532,1715.4929,,,0.036586501,1722.2534
0.01463532,1717.1831,,,0.034147479,1723.9436
0.01463532,1718.8732,,,0.03170846,1725.6338
0.01463532,1720.5632,,,0.03170846,1727.3239
0.01463532,1722.2534,,,0.02926944,1729.014
0.0048792399,1723.9436,,,0.025610909,1730.7042
0.0048792399,1725.6338,,,0.024391402,1732.3943
0.0048792399,1727.3239,,,0.021952381,1734.0845
0.0085377702,1729.014,,,0.02073287,1735.7747
0.0085377702,1730.7042,,,0.019513361,1737.4648
0.0048792399,1732.3943,,,0.01829385,1739.1549
0.0048792399,1734.0845,,,0.017074341,1740.845
0.0073182601,1735.7747,,,0.017074341,1742.5352
0.0048792399,1737.4648,,,0.01463532,1744.2252
0.0048792399,1739.1549,,,0.01341581,1745.9154
0.0048792399,1740.845,,,0.01341581,1747.6056
0.0048792399,1742.5352,,,0.01341581,1749.2957
0.0048792399,1744.2252,,,0.01341581,1750.9858
0.0048792399,1745.9154,,,0.01341581,1752.676
0.0048792399,1747.6056,,,0.01341581,1754.3662
0.0048792399,1749.2957,,,0.01341581,1756.0563
,,,,0.01341581,1757.7465
,,,,0.01341581,1759.4366
,,,,0.0121963,1761.1267
,,,,0.01097679,1762.8168
,,,,0.0097572794,1764.507
,,,,0.0097572794,1766.1971
,,,,0.0097572794,1767.8872
,,,,0.0073182601,1769.5774
,,,,0.0073182601,1771.2676
,,,,0.00609875,1772.9576
,,,,0.0048792399,1774.6478
,,,,0.0036597298,1776.338
,,,,0.0036597298,1778.0281
,,,,0.0036597298,1779.7183
,,,,0.0048792399,1781.4084
,,,,0.0036597298,1783.0986
,,,,0.0036597298,1784.7886
,,,,0.0036597298,1786.4788
,,,,0.0036597298,1788.1689
